ID,Time,Summary,Event_team,Opponent,Side,playerno,Player,Player2,Shot_place,Shot_outcome,is_goal,Location,Body_Part,assist_method,Situation,fastbreak,x,y,,,,,,,,,,,,,
5,81:25:00,"Daivd Paine, Matthew Teplitz left side of the box, blocked, blocked, right foot, corner, not a fast break, no goal, cross",Occidental,George Fox,1,5,David Paine,Matthew Teplitz,2,3,0,9,1,2,2,0,7,5,,,,,,,,,,,,,
5,81:38:00,"David Paine, left side of the 6-yd box, on target, bottom left corner, left foot, open play, not a fast break, no goal",Occidental,George Fox,1,5,David Paine,,3,1,0,10,2,0,1,0,10,2,,,,,,,,,,,,,
5,83:22:00,"Daivd Paine, Sean Kim, right side of the box, off target, bottom left corner, head, set piecce, not a fast break, no goal, throw in",Occidental,George Fox,1,5,David Paine,Sean Kim,3,2,0,11,3,0,2,0,18,5,,,,,,,,,,,,,
5,87:59:00,"Nicolas Eble, Adrian Paredes, center of the box, on target, center of the goal, left foot, open play, not a fast break, no goal, through ball",Occidental,George Fox,1,6,Nicolas Eble,Adrian Paredes,5,1,0,3,2,4,1,0,12,7,,,,,,,,,,,,,
5,88:44:00,"Jake Foster, right wing, blocked, blocked, right foot, open play, not a fast break, no goal",Occidental,George Fox,1,18,Jake Foster,,2,3,0,5,1,0,1,0,23,6,,,,,,,,,,,,,
5,96:08:00,"Ben Simon, left side of the box, on target, bottom left corner of the goal, right foot, open play, not a fast break, no goal",Occidental,George Fox,1,8,Ben Simon,,3,1,0,9,1,0,1,0,7,5,,,,,,,,,,,,,
5,99:07:00,"Ben Simon, Matthew Teplitz, center of the box, off target, to the right of the goal, left foot, open play, not a fast break, no goal, pass",Occidental,George Fox,1,8,Ben Simon,Matthew Teplitz,9,2,0,3,2,1,1,0,12,7,,,,,,,,,,,,,
5,101:41:00,"Adrian Paredes, 30-yds+, on target, center of the goal, right foot, open play, not a fast break, no goal, pass",Occidental,George Fox,1,14,Adrian Paredes,,5,1,0,18,1,1,1,0,13,22,,,,,,,,,,,,,
5,102:56:00,"Joey Schwartz, Nicolas Eble, outside the box, off target, a bit too high, right foot, open play, not a fast break, no goal, pass",Occidental,George Fox,2,19,Joey Schwartz,Nicolas Eble,1,2,0,15,1,1,1,0,13,10,,,,,,,,,,,,,
6,0:52,"Nicolas Eble, 25-yds+, off target, high and wide, right foot, open play, not a fast break, no goal",Occidental,Lake Forest,1,6,Nicolas Eble,,6,2,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
6,6:16,"David Paine, Riley McCabe, right side of the 6-yd box, off target, to the left, right foot, set piece, not a fast break, no goal, pass",Occidental,Lake Forest,1,5,David Paine,Riley McCabe,8,2,0,12,1,1,2,0,15,2,,,,,,,,,,,,,
6,17:31,"Truitt, outside the box, off target, too high, right foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Erik Truitt,,10,2,0,15,1,0,1,0,13,10,,,,,,,,,,,,,
6,20:38,"Adrian Paredes, Jasper Brannon, right side of the 6-yd box, off target, too high, head, set piece, not a fast break, no goal, pass",Occidental,Lake Forest,1,14,Adrian Paredes,Jasper Brannon,10,2,0,12,3,1,2,0,15,2,,,,,,,,,,,,,
6,29:04:00,"Aubert, left wing, off target, high and wide, right foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Gaston Aubert,,6,2,0,4,1,0,1,0,2,6,,,,,,,,,,,,,
6,36:17:00,"Logan Myers, 25-yds+, woodwork, right of the goal, left foot, open play, not a fast break, no goal",Occidental,Lake Forest,1,16,Logan Myers,,9,4,0,17,2,0,1,0,13,17,,,,,,,,,,,,,
6,38:23:00,"Joao Godoy, left side of the 6-yd box, off target, left of the goal, right foot, open play, not a fast break, no goal, pass",Lake Forest,Occidental,2,0,Joao Godoy,,8,2,0,10,1,1,1,0,18,5,,,,,,,,,,,,,
6,40:42:00,"Ben Simon, difficult angle and long range, on target, top right corner, left foot, free kick, not a fast break, no goal",Occidental,Lake Forest,1,8,Ben Simon,,13,1,0,6,2,0,4,0,13,13,,,,,,,,,,,,,
6,41:54:00,"David Paine, center of the box, blocked, blocked, head, corner, not a fast break, no goal",Occidental,Lake Forest,1,5,David Paine,,2,3,0,3,3,3,3,0,12,7,,,,,,,,,,,,,
6,43:59:00,"Joao Godoy, right side at a difficult angle, on target, bottom right corner, left foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Joao Godoy,,4,1,0,8,2,0,1,0,23,2,,,,,,,,,,,,,
6,58:06:00,"Joao Godoy, left wing, off target, high and wide, left foot, open play, not a fast break, no goal, pass",Lake Forest,Occidental,2,0,Joao Godoy,,6,2,0,4,2,1,1,0,2,6,,,,,,,,,,,,,
6,59:27:00,"Gaston Aubert, right wing, blocked, blocked, right foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Gaston Aubert,,2,3,0,5,1,0,1,0,23,6,,,,,,,,,,,,,
6,66:12:00,"Riley McCabe, Ben Simon, right side of the box, off target, too high, head, open play, not a fast break, no goal, cross",Occidental,Lake Forest,1,2,Riley McCabe,Ben Simon,10,2,0,11,3,2,1,0,18,5,,,,,,,,,,,,,
6,67:41:00,"Matt McCullough, 25-yds+, on target, center of the goal, right foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Matt McCullough,,5,1,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
6,70:40:00,"Matthew Teplitz, Joey Schwartz, left side of the box, off target, to the right, left foot, open play, fast break, no goal, through ball",Occidental,Lake Forest,1,7,Matthew Teplitz,Joey Schwartz,9,2,0,9,2,4,1,1,7,5,,,,,,,,,,,,,
6,71:50:00,"Marcus Blumenfeld, 25-yds+, blocked, blocked, right foot, open play, not a fast break, no goal",Occidental,Lake Forest,1,9,Marcus Blumenfeld,,2,3,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
6,73:05:00,"Adrian Paredes, Marcus Blumenfeld, 25-yds+, off target, to the right, right foot, open play, not a fast break, no goal, pass",Occidental,Lake Forest,1,14,Adrian Paredes,Marcus Blumenfeld,9,2,0,17,1,1,1,0,13,17,,,,,,,,,,,,,
6,78:03:00,"Ben Simon, Adrian Paredes, left side of the box, off target, too high, head, open play, not a fast break, no goal, through ball",Occidental,Lake Forest,1,8,Ben Simon ,Adrian Paredes,10,2,0,9,3,4,1,0,7,5,,,,,,,,,,,,,
6,89:16:00,"Truitt Header, outside the box, on target, center of the box, head, open play, not a fast break, no goal, through ball",Lake Forest,Occidental,2,0,Erik Truitt,,5,1,0,15,3,4,1,0,13,10,,,,,,,,,,,,,
6,92:41:00,"Nicolas Eble, outside the box, on target, center of the goal, left foot, open play, not a fast break, no goal",Occidental,Lake Forest,1,6,Nicolas Eble,,5,1,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
6,95:15:00,"Gaston Aubert, outside the box, blocked, blocked, right foot, free kick, not a fast break, no goal",Lake Forest,Occidental,2,0,Gaston Aubert,,2,3,0,15,1,0,4,0,13,10,,,,,,,,,,,,,
6,95:23:00,"Deniz Gundogdu, right side of the 6-yd box, off target, to the right, right foot, open play, not a fast break, no goal",Lake Forest,Occidental,2,0,Deniz Gundogdu,,9,2,0,12,1,0,1,0,15,2,,,,,,,,,,,,,
6,99:28:00,"Adrian Paredes, Sean Kim, very close range, on target, bottom right corner of the goal, head, set piece, not a fast break, goal, throw in",Occidental,Lake Forest,1,14,Adrian Paredes,Sean Kim,4,1,1,13,3,0,2,0,12,2,,,,,,,,,,,,,
7,3:30,"Derrin Valeri, outside the box, blocked, blocked, right foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Derrin Valeri,,2,3,0,15,1,0,1,0,13,10,,,,,,,,,,,,,
7,6:16,"Miles Robertson, center of the box, blocked, blocked, left foot, open play, not a fast break, no goal",Occidental,Redlands,2,23,Miles Robertson,,2,3,0,3,2,0,1,0,12,7,,,,,,,,,,,,,
7,10:48,"Collin ChubbFertal, right side of the 6-yd box, blocked, blocked, right foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Collin ChubbFertal,,2,3,0,12,1,0,1,0,15,2,,,,,,,,,,,,,
7,10:57,"Steve Acuna, left side of the 6-yd box, blocked, blocked, right foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Steve Acuna,,2,3,0,10,1,0,1,0,10,2,,,,,,,,,,,,,
7,17:36,"Adrian Paredes, Nicolas Eble, 30-yds+, off target, to the left, right foot, open play, not a fast break, no goal, pass",Occidental,Redlands,2,14,Adrian Paredes,Nicolas Eble,8,2,0,18,1,1,1,0,13,22,,,,,,,,,,,,,
7,21:11,"Collin ChubbFertal, left side of the box, on target, to the left, head, set piece not a fast break, no goal, cross",Redlands,Occidental,1,0,Collin ChubbFertal,,8,1,0,9,3,2,2,0,7,5,,,,,,,,,,,,,
7,24:48:00,"Adrian Paredes, penalty spot, on target, bottom right corner, right foot, free kick, not a fast break, goal",Occidental,Redlands,2,14,Adrian Paredes,,4,1,1,14,1,0,4,0,12.5,6,,,,,,,,,,,,,
7,27:21:00,"Nicolas Eble, outside the box, off target, to the left, right foot, free kick, not a fast break, no goal",Occidental,Redlands,2,6,Nicolas Eble,,8,2,0,15,1,0,4,0,13,10,,,,,,,,,,,,,
7,28:34:00,"Matias Lazo-Fanning, 25-yds+, off target, to the right, right foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Matias Lazo-Fanning,,9,2,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
7,29:45:00,"Ben Simon, 25-yds+, on target, bottom right corner, left foot, open play, not a fast break, no goal",Occidental,Redlands,2,8,Ben Simon,,4,1,0,17,2,0,1,0,13,17,,,,,,,,,,,,,
7,32:49:00,"Riley McCabe, Ryan Wilson, very close range, blocked, blocked, right foot, corner, not a fast break, no goal, cross",Occidental,Redlands,2,2,Riley McCabe,Ryan Wilson,2,3,0,13,1,2,3,0,12,2,,,,,,,,,,,,,
7,34:50:00,"Cheung, center of the box, blocked, blocked, right foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Jonathan Cheung,,2,3,0,3,1,0,1,0,12,7,,,,,,,,,,,,,
7,52:20:00,"Nicolas Eble, very close range, woodwork, bottom right corner, head, corner, not a fast break, no goal, cross",Occidental,Redlands,2,6,Nicolas Eble,,4,4,0,13,3,2,3,0,12,2,,,,,,,,,,,,,
7,54:48:00,"Ethan Kovach, left side of the box, on target, bottom left corner, left foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Ethan Kovach,,3,1,0,9,2,0,1,0,7,5,,,,,,,,,,,,,
7,68:48:00,"Parra, right side at  difficult angle, on target, top right corner, right foot, open play, fast break, no goal",Redlands,Occidental,1,0,Joseph Parra,,13,1,0,8,1,2,1,1,23,2,,,,,,,,,,,,,
7,79:55:00,"Ethan Kovach, left side of the 6-yd box, on target, bottom left corner, left foot, open play, fast break, no goal",Redlands,Occidental,1,0,Ethan Kovach,,3,1,0,10,2,4,1,1,10,2,,,,,,,,,,,,,
7,88:16:00,"ChubbFertal, outside the box, off target, a bit too high, left foot, open play, not a fast break, no goal",Redlands,Occidental,1,0,Collin ChubbFertal,,1,2,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
8,4:16,"Will Barton, outside the box, on target, bottom right corner, right foot, open play, fast break, goal",CMS,Occidental,2,0,Will Barton,,4,1,1,15,1,0,1,1,13,10,,,,,,,,,,,,,
8,6:26,"Cole Smith, right wing, off target, to the left, right foot, open play, fast break, no goal, through ball",CMS,Occidental,2,0,Cole Smith,,8,2,0,5,1,4,1,1,23,6,,,,,,,,,,,,,
8,10:29,"Riley McCabe, Sean Kim, center of the box, on target, center of the goal, head, set piece, not a fast break, no goal, throw in",Occidental,CMS,1,2,Riley McCabe,Sean Kim,5,1,0,3,3,0,2,0,12,7,,,,,,,,,,,,,
8,12:37,"Adrian Paredes, 30-yds+, off target, to the left, right foot, open play, not a fast break, no goal",Occidental,CMS,1,14,Adrian Paredes,,8,2,0,18,1,0,1,0,13,22,,,,,,,,,,,,,
8,14:58:00,"Will Barton, center of the box, woodwork, bottom left corner, right foot, open play, not a fast break, no goal, through ball",CMS,Occidental,2,0,Will Barton,,4,4,0,3,1,4,1,0,12,7,,,,,,,,,,,,,
8,26:14:00,"Justin Blachman, very close range, off target, a bit too high, head, open play, fast break, no goal",CMS,Occidental,2,0,Justin Blachman,,1,2,0,13,3,2,1,1,12,2,,,,,,,,,,,,,
8,28:42:00,"Jake Foster, 25-yds+, off target, high and wide, right foot, open play, not a fast break, no goal, pass",Occidental,CMS,1,18,Jake Foster,,6,2,0,17,1,1,1,0,13,17,,,,,,,,,,,,,
8,37:18:00,"Kraham, right wing, off target, to the right, right foot, open play, not a fast break, no goal",CMS,Occidental,2,0,Henry Kraham,,9,2,0,5,1,1,1,0,23,6,,,,,,,,,,,,,
8,38:23:00,"Marcus Blumenfeld, right side of the 6-yd box, off target, to the left, right foot, open play, not a fast break, no goal, through ball",Occidental,CMS,1,9,Marcus Blumenfeld,,8,2,0,12,1,4,1,0,15,2,,,,,,,,,,,,,
8,39:06:00,"Riley McCabe, center of the box, off target, too high, left foot, open play, not a fast break, no goal",Occidental,CMS,1,2,Riley McCabe,,10,2,0,3,2,0,1,0,12,7,,,,,,,,,,,,,
8,43:54:00,"Ryan Wilson, Joey Schwartz, center of the box, off target, high and wide, head, set piece, not a fast break, no goal, throw in",Occidental,CMS,1,4,Ryan Wilson,Joey Schwartz,6,2,0,3,3,0,2,0,12,7,,,,,,,,,,,,,
8,44:51:00,"Adrian Paredes, outside the box, on target, center of the goal, right foot, open play, not a fast break, no goal",Occidental,CMS,1,14,Adrian Paredes,,5,1,0,15,1,0,1,0,13,10,,,,,,,,,,,,,
8,45:41:00,"Logan Myers, outside the box, off target, to the right, left foot, open play, not a fast break, no goal",Occidental,CMS,1,16,Logan Myers,,9,2,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
8,47:24:00,"Jasper Brannon, 25-yds+, on target, bottom left corner, right foot, open play, not a fast break, no goal",Occidental,CMS,1,10,Jasper Brannon,,3,1,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
8,52:07:00,"Allmon, center of the box, off target, to the right, right foot, open play, fast break, no goal",CMS,Occidental,2,0,Jake Allmon,,9,2,0,3,1,0,1,1,12,7,,,,,,,,,,,,,
8,54:44:00,"Rahim, 25-yds+, blocked, blocked, right foot, open play, not a fast break, no goal",CMS,Occidental,2,0,Samay Rahim,,2,3,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
8,61:51:00,"Tyler Wray, center of the box, off target, high and wide, left foot, open play, not a fast break, no goal",Occidental,CMS,1,17,Tyler Wray,,6,2,0,3,2,0,1,0,12,7,,,,,,,,,,,,,
8,65:26:00,"Adrian Paredes, Jack Meeker, left side of the 6-yd box, top left corner, head, corner, not a fast break, goal, cross",Occidental,CMS,1,14,Adrian Paredes,Jack Meeker,12,1,1,10,3,2,3,0,10,2,,,,,,,,,,,,,
8,70:53:00,"Chen, center of the box, blocked, blocked, left foot, open play, not a fast break, no goal",CMS,Occidental,2,0,Tyler Chen,,2,3,0,3,2,0,1,0,12,7,,,,,,,,,,,,,
8,72:43:00,"Adam Singer, Cole Smith, center of the box, off target, to the left, head, set piece, not a fast break, no goal, throw in",CMS,Occidental,2,0,Adam Singer,Cole Smith,8,2,0,3,3,0,2,0,12,7,,,,,,,,,,,,,
8,75:26:00,"Jack Meeker, left side of the 6-yd box, blocked, blocked, left foot, open play, fast break, no goal",Occidental,CMS,1,13,Jack Meeker,,2,3,0,10,2,0,1,1,10,2,,,,,,,,,,,,,
8,81:14:00,"Singer, Rohde, very close range, on target, center of the goal, head, open play, not a fast break, goal, cross",CMS,Occidental,2,0,Adam Singer,Daniel Rohde,3,1,1,13,3,2,1,1,12,2,,,,,,,,,,,,,
8,82:15:00,"Allmon, outside the box, on target, bottom left corner, right foot, open play, fast break, goal, through ball",CMS,Occidental,2,0,Jake Allmon,,3,1,1,15,1,4,1,1,13,10,,,,,,,,,,,,,
8,88:24:00,"Logan Myers, center of the box, off target, too high, right foot, set piece, not a fast break, no goal, headed pass",Occidental,CMS,1,16,Logan Myers,,10,2,0,3,1,3,2,0,12,7,,,,,,,,,,,,,
9,12:27,"Garcia, Howe right side of the box, bottom left corner, right foot, open play, fast break, goal, through ball",Chapman,Occidental,2,0,Justo Garcia,Tobi Howe,3,1,1,11,1,4,1,1,18,5,,,,,,,,,,,,,
9,15:47,"Logan Myers, outside the box, off target, to the right, left foot, open play, not a fast break, no goal",Occidental,Chapman,1,16,Logan Myers,,9,2,0,15,2,2,1,0,13,10,,,,,,,,,,,,,
9,17:27,"Aidan Wall, right wing, top left corner, left foot, open play, not a fast break, goal, pass",Chapman,Occidental,2,0,Aidan Wall,,12,1,1,5,2,1,1,0,23,6,,,,,,,,,,,,,
9,20:04,"Matthew Teplitz right wing, off target, high and wide, left foot, not a fast break, no goal",Occidental,Chapman,1,7,Matthew Teplitz,,6,2,0,5,2,0,1,0,23,6,,,,,,,,,,,,,
9,22:22,"Joey Schwartz, Sean Kim, center of the box, high and wide, right foot, open play, not a fast break, no goal, cross",Occidental,Chapman,1,19,Joey Schwartz,Sean Kim,6,2,0,3,1,2,1,0,12,7,,,,,,,,,,,,,
9,35:27:00,"Adrian Paredes, 25-yds+, off target, to the left, right foot, free kick, not a fast break, no goal",Occidental,Chapman,1,14,Adrian Paredes,,8,2,0,17,1,0,4,0,13,17,,,,,,,,,,,,,
9,36:25:00,"Streitz, 30-yds+, off target, to the left, right foot, not a fast break, no goal",Occidental,Chapman,1,25,Neython Streitz,,8,2,0,18,1,0,1,0,13,22,,,,,,,,,,,,,
9,39:47:00," Adrian Paredes, 30-yds+, off target, too high, open play, not a fast break, no goal, pass",Occidental,Chapman,1,14,Adrian Paredes,,10,2,0,18,1,1,1,0,13,22,,,,,,,,,,,,,
9,44:49:00,"Garcia right side at a difficult angle, off target, too high, right foot, open play, not a fast break, no goal headed pass",Chapman,Occidental,2,0,Justo Garcia,,10,2,0,8,1,3,1,0,23,2,,,,,,,,,,,,,
9,49:51:00,"Adrian Paredes, 25-yds+, off target, to the right, right foot, open play, not a fast break, no goal, pass",Occidental,Chapman,1,14,Adrian Paredes,,9,2,0,17,1,1,1,0,13,17,,,,,,,,,,,,,
9,61:25:00,"Logan Myers, outside the box, off target, to the left, left foot, open play, not a fast break, no goal",Occidental,Chapman,1,16,Logan Myers,,8,2,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
9,66:11:00,"Ryan Wilson, Joey Schwartz, 25-yds+, on target, bottom right corner, right foot, open play, not a fast break, no goal, through ball ",Occidental,Chapman,1,4,Ryan Wilson,Joey Schwartz,4,1,0,16,1,4,1,0,13,10,,,,,,,,,,,,,
9,69:24:00,"Ryan Wilson, Spencer Shearer, very close range, off target, too high, head, open play, not a fast break, no goal, cross",Occidental,Chapman,1,4,Ryan Wilson,Spencer Shearer,10,2,0,13,3,2,1,0,12,2,,,,,,,,,,,,,
9,80:00:00,"Spencer Shearer, right side of the box, blocked, blocked, right foot, open play not a fast break, no goal",Occidental,Chapman,1,3,Spencer Shearer,,3,3,0,11,1,0,1,0,18,5,,,,,,,,,,,,,
10,13:05,"Logan Myers, Joey Schwartz, outside the box, off target, to the left, left foot, open play not a fast break, no goal, pass",Occidental,Whittier,1,16,Logan Myers,Joey Schwartz,8,2,0,15,2,1,1,0,13,10,,,,,,,,,,,,,
10,21:46,"Matteo Loi, left side of the box at a difficult angle, on target, top center of the goal, open play, not a fast break, goal",Whittier,Occidental,2,0,Matteo Loi,,11,1,1,7,1,0,1,0,2,2,,,,,,,,,,,,,
10,25:30:00,"Adrian Paredes, 25-yds+, on target, top center, right foot, open play, not a fast break, no goal",Occidental,Whittier,1,14,Adrian Paredes,,11,1,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
10,43:25:00,"Matthew Teplitz, right wing, on target, center of the goal, left foot, open play, not a fast break, no goal",Occidental,Whittier,1,7,Matthew Teplitz,,5,1,0,5,2,0,1,0,23,6,,,,,,,,,,,,,
10,49:15:00,"Matteo Loi, penalty spot, on target, top right corner, right foot, set piece, not a fast break, goal",Whittier,Occidental,2,0,Matteo Loi,,13,1,1,14,1,0,2,0,12.5,6,,,,,,,,,,,,,
10,58:06:00,"Barrera, outside the box, on target, bottom left corner, right foot, open play, not a fast break, no goal",Whittier,Occidental,2,0,Nicolas Barrera,,3,1,0,15,1,0,1,0,13,10,,,,,,,,,,,,,
10,59:30:00,"Tep, 25-yds+, on target, bottom right corner, left foot, open play, not a fast break, no goal",Occidental,Whittier,1,7,Matthew Teplitz,,4,1,0,17,2,0,1,0,13,17,,,,,,,,,,,,,
10,63:29:00,"Meeker, right wing, off target, to the left, right foot, open play, not a fast break, no goal",Occidental,Whittier,1,13,Jack Meeker,,8,2,0,5,1,0,1,0,23,6,,,,,,,,,,,,,
10,67:02:00,"Eble, Teagan Jarvis, very close range, on target, bottom right corner, right foot, open play, not a fast break, goal, pass",Occidental,Whittier,1,6,Nicolas Eble,Teagan Jarvis,4,1,1,13,1,1,1,0,12,2,,,,,,,,,,,,,
10,69:49:00,"Adrian, 25-yds+, blocked, blocked, right foot, open play, not a fast break, no goal",Occidental,Whittier,1,14,Adrian Paredes,,2,3,0,17,1,0,1,0,13,17,,,,,,,,,,,,,
10,70:00:00,"Logan Myers, left side of the box, off target, to the left, left foot, open play, not a fast break, no goal",Occidental,Whittier,1,16,Logan Myers,,8,2,0,9,2,0,1,0,7,5,,,,,,,,,,,,,
10,71:14:00,"Ian Nicolas, center of the box, on target, center of the goal, head, open play, fast break, no goal, cross",Whittier,Occidental,2,0,Ian Nicolas,,5,1,0,3,3,2,1,1,12,7,,,,,,,,,,,,,
10,78:06:00,"Adrian, 30-yds+, on target, center of the goal, right foot, open play, not a fast break, no goal",Occidental,Whittier,1,14,Adrian Paredes,,5,1,0,18,1,0,1,0,13,22,,,,,,,,,,,,,
10,79:38:00,"Zach Guarino, center of the box, on target, top left corner, right foot, open play, fast break, goal, through ball",Whittier,Occidental,2,0,Zach Guarino,,12,1,1,3,1,4,1,1,12,7,,,,,,,,,,,,,
10,84:00:00,"Ryan Wilson, Jasper  Brannon, center of the box, on target, center of the goal, right foot, open play, not a fast break, no goal, cross ",Occidental,Whittier,1,4,Ryan Wilson,Jasper Brannon,5,1,0,3,1,2,1,0,12,7,,,,,,,,,,,,,
11,1:30,"Shot by Nicolas Eble, saved by goalie (right foot, outside the box, bottom right corner)",Occidental,Pomona-Pitzer,2,6,Nicolas Eble,,4,1,0,15,1,0,1,0,13,10,,,,,,,,,,,,,
11,2:23,"Header by Dylan McCuskey, high & wide left (center of the box)",Pomona-Pitzer,Occidental,1,0,Dylan McCuskey,,6,2,0,3,3,0,1,0,12,7,,,,,,,,,,,,,
11,5:10,"Shot by Eamon Stein, saved by goalie (left foot, right side of the box (close range), flubbed shot",Pomona-Pitzer,Occidental,1,0,Eamon Stein,,5,1,0,12,2,0,1,0,15,2,,,,,,,,,,,,,
11,12:02,"Header by Jorge Guillen-Lopez, Misses high (center of the box)",Pomona-Pitzer,Occidental,1,0,Jore Guillen-Lopez,,6,2,0,3,3,0,1,0,12,7,,,,,,,,,,,,,
11,17:53,"Shot bt Eamon Stein, wide right (left foot, outside the box, bottom right corner)",Pomona-Pitzer,Occidental,1,0,Eamon Stein,,4,2,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
11,27:25:00,"Shot by Graeme Logan, wide right (left foot, outside the box)",Pomona-Pitzer,Occidental,1,0,Graeme Logan,,9,2,0,15,2,0,1,0,13,10,,,,,,,,,,,,,
